"ano","estado_civil","idade","raca","renda","partido","religiao","denominacao","horas_tv"
2006,"Divorciado(a)",60,"Branca","US$ 25000 ou mais","Fortemente democrata","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",56,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Sem denominação",NA
2006,"Nunca casou",25,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",2
2006,"Viúvo(a)",89,"Branca","Não se aplica","Fortemente democrata","Protestante","Outra",5
2006,"Viúvo(a)",67,"Branca","Não se aplica","Não fortemente democrata","Protestante","Sem denominação",2
2006,"Casado(a)",55,"Branca","Não se aplica","Independente","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",40,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",NA
2006,"Casado(a)",34,"Outra","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outra",NA
2006,"Casado(a)",73,"Branca","Não se aplica","Independente, inclinação republicana","Protestante","Batista, não sabe qual",3
2006,"Casado(a)",34,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Nenhuma","Não se aplica",2
2006,"Casado(a)",56,"Branca","US$ 25000 ou mais","Fortemente democrata","Protestante","Outra",1
2006,"Casado(a)",33,"Outra","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Outra",NA
2006,"Casado(a)",36,"Outra","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",NA
2006,"Casado(a)",44,"Outra","US$ 25000 ou mais","Fortemente democrata","Protestante","Outra",NA
2006,"Casado(a)",69,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",NA
2006,"Casado(a)",23,"Outra","US$ 10000 - 14999","Independente, inclinação democrata","Católica","Não se aplica",NA
2006,"Casado(a)",53,"Branca","Não sabe","Independente","Nenhuma","Não se aplica",NA
2006,"Casado(a)",44,"Branca","Não se aplica","Não fortemente repubicano","Católica","Não se aplica",NA
2006,"Divorciado(a)",43,"Branca","Não se aplica","Independente","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",26,"Branca","US$ 5000 - 5999","Independente, inclinação republicana","Protestante","Outra",NA
2006,"Divorciado(a)",51,"Branca","Não se aplica","Independente","Protestante","Outra",13
2006,"Divorciado(a)",40,"Outra","Menos de US$ 1000","Independente","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",51,"Branca","Não se aplica","Não fortemente democrata","Protestante","Sem denominação",NA
2006,"Nunca casou",21,"Branca","US$ 1000 - 2999","Independente, inclinação republicana","Protestante","Outra",NA
2006,"Casado(a)",48,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","União presbiteriana de igrejas",0
2006,"Nunca casou",21,"Branca","US$ 10000 - 14999","Independente, inclinação democrata","Nenhuma","Não se aplica",3
2006,"Casado(a)",63,"Outra","US$ 15000 - 19999","Independente","Católica","Não se aplica",NA
2006,"Divorciado(a)",29,"Outra","Não sabe","Não fortemente democrata","Católica","Não se aplica",2
2006,"Casado(a)",32,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",2
2006,"Casado(a)",67,"Branca","Não se aplica","Fortemente democrata","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",82,"Branca","Menos de US$ 1000","Fortemente republicano","Protestante","Outra",NA
2006,"Viúvo(a)",89,"Branca","Não se aplica","Não fortemente democrata","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",60,"Branca","Não sabe","Fortemente democrata","Protestante","Sem denominação",NA
2006,"Nunca casou",63,"Branca","Não se aplica","Fortemente democrata","Protestante","Outra",3
2006,"Casado(a)",44,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Metodista, não sabe qual",NA
2006,"Casado(a)",56,"Branca","US$ 25000 ou mais","Fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",47,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Episcopal",NA
2006,"Nunca casou",29,"Branca","US$ 20000 - 24999","Independente, inclinação democrata","Cristã","Sem denominação",NA
2006,"Divorciado(a)",43,"Negra","US$ 25000 ou mais","Fortemente democrata","Católica","Não se aplica",1
2006,"Nunca casou",26,"Branca","Não se aplica","Fortemente democrata","Nenhuma","Não se aplica",4
2006,"Divorciado(a)",60,"Branca","Não se aplica","Independente, inclinação democrata","Cristã","Sem denominação",3
2006,"Divorciado(a)",34,"Branca","US$ 3000 - 3999","Fortemente democrata","Nenhuma","Não se aplica",1
2006,"Divorciado(a)",42,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Nenhuma","Não se aplica",2
2006,"Casado(a)",55,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",3
2006,"Nunca casou",35,"Outra","US$ 25000 ou mais","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2006,"Viúvo(a)",84,"Branca","Não se aplica","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",47,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Sem denominação",NA
2006,"Casado(a)",42,"Branca","US$ 25000 ou mais","Outro partido","Protestante","Outra",2
2006,"Casado(a)",47,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Evangélica luterana",NA
2006,"Casado(a)",37,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Sem denominação",1
2006,"Casado(a)",46,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2006,"Casado(a)",50,"Branca","Se negou a responder","Não fortemente repubicano","Protestante","Igreja luterana dos EUA",NA
2006,"Nunca casou",21,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Protestante","Outra",3
2006,"Casado(a)",56,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Episcopal",2
2006,"Nunca casou",26,"Branca","US$ 20000 - 24999","Não fortemente democrata","Protestante","Presbiteriana, fusionadas",NA
2006,"Casado(a)",37,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Batista, não sabe qual",2
2006,"Casado(a)",64,"Branca","Não se aplica","Fortemente republicano","Nenhuma","Não se aplica",4
2006,"Casado(a)",53,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",2
2006,"Casado(a)",70,"Branca","Sem resposta","Fortemente republicano","Protestante","Batista, não sabe qual",NA
2006,"Divorciado(a)",42,"Branca","US$ 5000 - 5999","Não fortemente repubicano","Protestante","Outra",3
2006,"Casado(a)",43,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Sem denominação",NA
2006,"Divorciado(a)",43,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Presbiteriana, não sabe qual",NA
2006,"Divorciado(a)",37,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Cristã","Sem denominação",NA
2006,"Casado(a)",31,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Igreja metodista unida",2
2006,"Nunca casou",43,"Outra","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",NA
2006,"Divorciado(a)",70,"Branca","Não se aplica","Fortemente republicano","Protestante","Luterana, não sabe qual",2
2006,"Casado(a)",38,"Branca","Não se aplica","Fortemente democrata","Nenhuma","Não se aplica",4
2006,"Casado(a)",26,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",1
2006,"Divorciado(a)",65,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Outra",6
2006,"Nunca casou",49,"Branca","Não se aplica","Não fortemente democrata","Protestante","Outra",5
2006,"Casado(a)",27,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",1
2006,"Casado(a)",29,"Branca","Não se aplica","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",24,"Branca","Não se aplica","Independente","Católica","Não se aplica",4
2006,"Casado(a)",54,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Sem denominação",NA
2006,"Nunca casou",42,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Sem denominação",3
2006,"Casado(a)",30,"Branca","Não se aplica","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2006,"Nunca casou",47,"Branca","US$ 10000 - 14999","Independente, inclinação democrata","Protestante","Igreja metodista unida",NA
2006,"Casado(a)",48,"Branca","US$ 25000 ou mais","Independente","Protestante","Presbiteriana, não sabe qual",NA
2006,"Divorciado(a)",71,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Católica","Não se aplica",5
2006,"Casado(a)",37,"Branca","US$ 25000 ou mais","Independente","Católica","Não se aplica",NA
2006,"Nunca casou",24,"Branca","Não se aplica","Não fortemente repubicano","Nenhuma","Não se aplica",3
2006,"Nunca casou",46,"Branca","US$ 15000 - 19999","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",46,"Branca","US$ 20000 - 24999","Não fortemente democrata","Católica","Não se aplica",3
2006,"Nunca casou",19,"Branca","Não se aplica","Independente, inclinação republicana","Nenhuma","Não se aplica",1
2006,"Casado(a)",79,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Sem denominação",4
2006,"Nunca casou",34,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",2
2006,"Casado(a)",49,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Outra",2
2006,"Divorciado(a)",42,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Protestante","Igreja metodista unida",1
2006,"Sem resposta",63,"Branca","Sem resposta","Fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Nunca casou",36,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Católica","Não se aplica",NA
2006,"Nunca casou",25,"Branca","US$ 25000 ou mais","Fortemente democrata","Judaísmo","Não se aplica",0
2006,"Casado(a)",24,"Branca","US$ 8000 - 9999","Independente, inclinação democrata","Protestante","Sem denominação",1
2006,"Divorciado(a)",66,"Branca","Não se aplica","Independente, inclinação republicana","Nenhuma","Não se aplica",5
2006,"Nunca casou",21,"Branca","US$ 15000 - 19999","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2006,"Viúvo(a)",84,"Branca","Não se aplica","Fortemente republicano","Cristã","Sem denominação",NA
2006,"Nunca casou",39,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Nunca casou",36,"Branca","US$ 25000 ou mais","Fortemente democrata","Nenhuma","Não se aplica",1
2006,"Divorciado(a)",57,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Sem denominação",NA
2006,"Nunca casou",36,"Branca","US$ 10000 - 14999","Independente, inclinação democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",21,"Outra","US$ 10000 - 14999","Independente, inclinação democrata","Católica","Não se aplica",4
2006,"Viúvo(a)",89,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",2
2006,"Nunca casou",40,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Sem denominação",NA
2006,"Viúvo(a)",55,"Branca","US$ 10000 - 14999","Não fortemente democrata","Protestante","Outras batistas",NA
2006,"Divorciado(a)",34,"Outra","Não se aplica","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2006,"Nunca casou",48,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Metodista, não sabe qual",3
2006,"Divorciado(a)",44,"Branca","Não se aplica","Independente","Protestante","Batista, não sabe qual",NA
2006,"Casado(a)",32,"Branca","Não se aplica","Independente","Protestante","Presbiteriana, não sabe qual",10
2006,"Viúvo(a)",81,"Branca","Não se aplica","Fortemente republicano","Protestante","Batista, não sabe qual",NA
2006,"Casado(a)",60,"Branca","Se negou a responder","Independente","Protestante","Sem denominação",NA
2006,"Casado(a)",49,"Branca","Sem resposta","Independente","Nenhuma","Não se aplica",NA
2006,"Divorciado(a)",45,"Negra","Não se aplica","Outro partido","Outra","Não se aplica",2
2006,"Nunca casou",32,"Branca","Não se aplica","Fortemente democrata","Protestante","Outra",NA
2006,"Casado(a)",75,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Sem denominação",2
2006,"Casado(a)",27,"Outra","Não sabe","Independente","Católica","Não se aplica",NA
2006,"Casado(a)",52,"Outra","US$ 25000 ou mais","Fortemente democrata","Católica","Não se aplica",NA
2006,"Casado(a)",27,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Sem denominação",NA
2006,"Nunca casou",29,"Outra","US$ 15000 - 19999","Independente, inclinação democrata","Católica","Não se aplica",NA
2006,"Nunca casou",22,"Outra","US$ 5000 - 5999","Não fortemente repubicano","Católica","Não se aplica",5
2006,"Casado(a)",44,"Outra","Se negou a responder","Independente","Católica","Não se aplica",NA
2006,"Casado(a)",61,"Outra","US$ 20000 - 24999","Fortemente democrata","Católica","Não se aplica",2
2006,"Separado(a)",70,"Outra","Não sabe","Independente","Católica","Não se aplica",NA
2006,"Casado(a)",50,"Outra","US$ 25000 ou mais","Independente","Católica","Não se aplica",NA
2006,"Casado(a)",61,"Branca","Não se aplica","Fortemente republicano","Cristã","Sem denominação",NA
2006,"Casado(a)",29,"Branca","US$ 10000 - 14999","Fortemente democrata","Católica","Não se aplica",5
2006,"Nunca casou",54,"Branca","US$ 20000 - 24999","Fortemente republicano","Católica","Não se aplica",NA
2006,"Divorciado(a)",54,"Outra","Não se aplica","Independente","Protestante","Outra",NA
2006,"Casado(a)",76,"Branca","Não se aplica","Não fortemente repubicano","Católica","Não se aplica",5
2006,"Casado(a)",32,"Outra","US$ 25000 ou mais","Independente, inclinação republicana","Católica","Não se aplica",NA
2006,"Nunca casou",47,"Branca","Não se aplica","Fortemente democrata","Protestante","Batistas do sul",NA
2006,"Casado(a)",29,"Branca","US$ 10000 - 14999","Não fortemente democrata","Protestante","Outra",2
2006,"Nunca casou",23,"Branca","US$ 10000 - 14999","Independente","Nenhuma","Não se aplica",NA
2006,"Casado(a)",42,"Outra","US$ 5000 - 5999","Não fortemente democrata","Católica","Não se aplica",NA
2006,"Casado(a)",37,"Outra","US$ 25000 ou mais","Independente","Hinduísmo","Não se aplica",3
2006,"Nunca casou",68,"Outra","Não se aplica","Não fortemente democrata","Cristã ortodoxa","Não se aplica",NA
2006,"Casado(a)",42,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Nenhuma","Não se aplica",NA
2006,"Casado(a)",28,"Branca","US$ 15000 - 19999","Independente","Nenhuma","Não se aplica",1
2006,"Divorciado(a)",45,"Branca","US$ 10000 - 14999","Não fortemente repubicano","Protestante","Sem denominação",2
2006,"Divorciado(a)",44,"Branca","Não se aplica","Independente, inclinação republicana","Protestante","Outra",NA
2006,"Viúvo(a)",69,"Branca","Não se aplica","Não fortemente democrata","Protestante","Sem denominação",NA
2006,"Casado(a)",45,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Batista, não sabe qual",NA
2006,"Casado(a)",40,"Outra","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Presbiteriana, não sabe qual",NA
2006,"Nunca casou",21,"Branca","Não se aplica","Fortemente republicano","Protestante","Sem denominação",0
2006,"Nunca casou",21,"Outra","US$ 7000 - 7999","Fortemente republicano","Cristã","Sem denominação",NA
2006,"Casado(a)",62,"Branca","US$ 25000 ou mais","Fortemente democrata","Nenhuma","Não se aplica",NA
2006,"Casado(a)",50,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Cristã","Sem denominação",NA
2006,"Casado(a)",36,"Branca","Menos de US$ 1000","Independente","Nenhuma","Não se aplica",2
2006,"Divorciado(a)",29,"Outra","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Outra",1
2006,"Nunca casou",71,"Branca","Não se aplica","Não fortemente repubicano","Nenhuma","Não se aplica",6
2006,"Casado(a)",41,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",1
2006,"Casado(a)",50,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",2
2006,"Divorciado(a)",68,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Igreja metodista unida",NA
