"ordem","pid","moradia_classe","moradia_zoneamento","lote_fachada","lote_area","rua_tipo","beco_tipo","lote_formato","terreno_contorno","utilidades","lote_config","terreno_declive","vizinhanca","condicao_1","condicao_2","moradia_tipo","moradia_estilo","geral_qualidade","geral_condicao","construcao_ano","remodelacao_ano","telhado_estilo","telhado_material","exterior_cobertura_1","exterior_cobertura_2","alvenaria_tipo","alvenaria_area","exterior_qualidade","exterior_condicao","fundacao_tipo","porao_qualidade","porao_condicao","porao_exposicao","porao_acabamento_1","porao_area_com_acabamento_1","porao_acabamento_2","porao_area_com_acabamento_2","porao_area_sem_acabamento","porao_area_total","porao_num_banheiros","porao_num_banheiros_lavabos","aquecimento_tipo","aquecimento_qualidade_condicao","ar_condicionado_central","sistema_eletrico_tipo","primeiro_andar_area","segundo_andar_area","acabamento_baixa_qualidade_area","acima_solo_area","acima_solo_num_banheiros","acima_solo_num_lavabos","acima_solo_num_quartos","acima_solo_num_cozinhas","cozinha_qualidade","acima_solo_num_comodos","funcional","total_num_lareiras","lareira_qualidade","garagem_tipo","garagem_ano_construcao","garagem_acabamento","garagem_capacidade_carros","garagem_area","garagem_qualidade","garagem_condicao","entrada_veiculo_pavimentada","deck_madeira_area","varanda_aberta_area","varanda_fechada_area","varanda_3ssn_area","varanda_com_tela_area","piscina_area","piscina_qualidade","cerca_qualidade","funcionalidades_diversas","funcionalidades_valor","venda_mes","venda_ano","venda_tipo","venda_condicao","venda_valor"
1893,"0534403040","dividida ou multinível","Residencial baixa densidade",85,9350,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","nível dividido (split level)","acima da média","boa",1964,1991,"quadril","telha padrão (composto)","placa dura","placa dura","face de tijolo",108,"m\u00e9dia","média","bloco de concreto","boa","média","exposição boa","baixa qualidade",270,"alojamento médio",580,452,1302,0,1,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1302,0,0,1302,2,0,3,1,"boa",7,"deduções menores 1",0,NA,"anexada à casa",1964,"acabamento grosseiro",1,309,"média","média","Y",333,0,0,0,0,0,NA,"mínima privacidade",NA,0,10,2007,"escritura de garantia (dinheiro)","venda normal",158000
1894,"0534403290","060","Residencial baixa densidade",80,8800,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","dois andares","acima da média","boa",1964,1997,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","face de tijolo",306,"m\u00e9dia","boa","bloco de concreto","média","média","No","alojamento médio",414,"não finalizado",0,431,845,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",845,1309,0,2154,2,1,5,1,"média",8,"funcionalidade típica",1,"boa","anexada à casa",1964,"acabamento grosseiro",2,539,"média","média","Y",0,0,0,0,161,0,NA,"mínima privacidade",NA,0,7,2007,"WD ","venda normal",224500
1895,"0534403420","020","Residencial baixa densidade",NA,11382,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","acima da média","média",1964,1964,"duas águas","telha padrão (composto)","tapume de madeira","madeirra compensada","face de tijolo",212,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento médio",54,"sala de recreação média",543,533,1130,0,1,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1374,0,0,1374,1,0,3,1,"média",7,"funcionalidade típica",1,"média","anexada à casa",1964,"acabamento grosseiro",1,286,"média","média","Y",0,28,84,0,0,0,NA,"mínima privacidade",NA,0,8,2007,"WD ","venda normal",147000
1896,"0534425015","020","Residencial baixa densidade",NA,22002,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","NAmes","normal","normal","família única","um andar","acima da média","boa",1959,1991,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","face de tijolo",136,"m\u00e9dia","boa","bloco de concreto","média","média","exposição mínima","alojamento médio",1386,"não finalizado",0,206,1592,1,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",1652,0,0,1652,1,1,3,1,"boa",6,"funcionalidade típica",1,"boa","anexada à casa",1959,"acabamento grosseiro",2,510,"média","média","Y",0,0,0,0,201,0,NA,NA,NA,0,7,2007,"WD ","venda normal",200000
1897,"0534425080","020","Residencial baixa densidade",NA,14585,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","rua sem saída","declive leve","NAmes","normal","normal","família única","um andar","acima da média","acima da média",1960,1987,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","face de tijolo",85,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento abaixo da média",594,"sala de recreação média",219,331,1144,0,1,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1429,0,0,1429,1,0,3,1,"boa",7,"funcionalidade típica",2,"boa","anexada à casa",1960,"não terminada",2,572,"média","média","Y",216,110,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","venda normal",181900
1898,"0534427140","020","Residencial baixa densidade",75,7388,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","NAmes","normal","normal","família única","um andar","média","acima da média",1959,2002,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",405,"não finalizado",0,658,1063,1,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",1327,0,0,1327,1,0,3,1,"boa",7,"funcionalidade típica",0,NA,"garagem não anexada à casa",1974,"não terminada",2,624,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","venda normal",150750
1899,"0534429030","duplex - todas os estilos e idades","Residencial baixa densidade",70,9842,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","fachada em dois lados da propriedade","declive leve","NAmes","normal","normal","duplex","um andar","abaixo da média","média",1962,1962,"duas águas","telha padrão (composto)","placa dura","placa dura","nenhum",0,"m\u00e9dia","média","laje",NA,NA,NA,NA,0,NA,0,0,0,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1224,0,0,1224,2,0,2,2,"média",6,"funcionalidade típica",0,NA,"abrigo com teto construído ao lado da casa",1962,"não terminada",2,462,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2007,"WD ","venda normal",101800
1900,"0534430090","020","Residencial baixa densidade",57,8280,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","acima da média","média",1950,1950,"duas águas","telha padrão (composto)","face de tijolo","face de tijolo","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,932,932,0,0,"forno de ar quente a gás","excelente","Y","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",932,0,0,932,1,0,2,1,"boa",4,"funcionalidade típica",1,"boa","anexada à casa",1950,"não terminada",1,306,"média","média","Y",0,0,214,0,0,0,NA,"boa privacidade",NA,0,11,2007,"WD ","venda normal",124000
1901,"0534431020","045","Residencial baixa densidade",85,12172,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar e meio (segundo nível não terminado)","média","boa",1940,1996,"duas águas","telha padrão (composto)","tapume de madeira","placa dura","nenhum",0,"m\u00e9dia","média","concreto derrramado","média","média","No","baixa qualidade",130,"sala de recreação média",259,433,822,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",908,0,0,908,1,0,2,1,"média",4,"funcionalidade típica",0,NA,"anexada à casa",1975,"não terminada",2,512,"média","média","Y",284,24,0,0,192,0,NA,"mínima privacidade",NA,0,10,2007,"WD ","venda normal",138500
1902,"0534450090","020","Residencial baixa densidade",50,5000,"pavimentada",NA,"regular","depressão","todas as utilidades p\u00fablicas","lote interno","declive moderado","Brookside","normal","normal","família única","um andar","muito ruim","regular",1946,1950,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"regular","regular","laje",NA,NA,NA,NA,0,NA,0,0,0,0,0,"forno de ar quente a gás","regular","N","caixa de fusíveis de 60 AMP e principalmente fiação Romex (regular)",334,0,0,334,1,0,1,1,"regular",2,"funcionalidade típica",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,0,0,0,0,NA,NA,NA,0,1,2007,"WD ","venda normal",39300
1903,"0534450110","020","Residencial baixa densidade",50,5000,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Brookside","normal","normal","família única","um andar","regular","regular",1946,1950,"duas águas","telha padrão (composto)","telhas de madeira","Wd Shng","nenhum",0,"regular","regular","bloco de concreto","regular","regular","No","baixa qualidade",299,"não finalizado",0,367,666,0,1,"forno de ar quente a gás","regular","N","disjuntores padrão e Romex",666,0,0,666,1,0,2,1,"boa",4,"funcionalidade típica",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,52,0,0,0,0,NA,"mínima privacidade",NA,0,4,2007,"WD ","venda normal",64500
1904,"0534451020","050","Residencial baixa densidade",51,3500,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Brookside","adjacente a rua alimentadora","normal","família única","um andar e meio (segundo nível terminado)","regular","média",1945,1950,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","baixa qualidade",144,"não finalizado",0,226,370,1,0,"forno de ar quente a gás","média","N","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",442,228,0,670,1,0,2,1,"regular",4,"funcionalidade típica",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,21,0,0,0,0,NA,"mínima privacidade","galpão",2000,7,2007,"WD ","venda normal",64000
1905,"0534453080","020","Residencial baixa densidade",50,5175,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Brookside","adjacente à ferrovia Norte-Sul","adjacente a rua alimentadora","família única","um andar","média","muito boa",1958,2000,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento abaixo da média",150,"alojamento médio",404,254,808,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",808,0,0,808,1,0,2,1,"média",5,"funcionalidade típica",0,NA,"garagem não anexada à casa",1963,"não terminada",1,308,"média","média","N",143,0,0,0,0,0,NA,NA,NA,0,7,2007,"escritura / propriedade do oficial de justiça","venda normal",112000
1906,"0534475170","060","Residencial baixa densidade",100,9500,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","NAmes","adjacente a rua arterial","normal","família única","dois andares","acima da média","acima da média",1964,1978,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","tijolo comum",272,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",442,"não finalizado",0,374,816,0,1,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1127,850,0,1977,1,1,4,1,"média",9,"funcionalidade típica",1,"média","anexada à casa",1964,"acabamento grosseiro",2,540,"média","média","Y",0,52,0,0,0,0,NA,"boa privacidade",NA,0,6,2007,"WD ","venda normal",165000
1907,"0534476080","020","Residencial baixa densidade",80,9600,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","um andar","média","acima da média",1955,1955,"quadril","telha padrão (composto)","placa dura","placa dura","face de tijolo",176,"m\u00e9dia","boa","bloco de concreto","média","média","No","alojamento abaixo da média",368,"não finalizado",0,710,1078,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1150,0,0,1150,1,0,2,1,"média",6,"funcionalidade típica",0,NA,"anexada à casa",1955,"terminada",1,288,"média","média","Y",0,0,0,0,175,0,NA,"mínima privacidade",NA,0,10,2007,"WD ","venda normal",144000
1908,"0534478140","duplex - todas os estilos e idades","Residencial baixa densidade",95,11345,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","NAmes","adjacente a rua alimentadora","normal","duplex","dois andares","média","média",1948,1950,"duas águas","rolo","telha de amianto","telha de amianto","pedra",567,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",220,"não finalizado",0,708,928,0,0,"forno de ar quente a gás","boa","Y","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",928,992,0,1920,2,0,4,2,"média",10,"funcionalidade típica",0,NA,"garagem não anexada à casa",1948,"não terminada",2,400,"média","regular","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","venda normal",137000
1909,"0534479120","050","Residencial baixa densidade",79,9492,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","adjacente a rua arterial","normal","família única","um andar e meio (segundo nível terminado)","média","média",1941,1950,"duas águas","telha padrão (composto)","telhas de madeira","Wd Shng","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",368,"alojamento abaixo da média",41,359,768,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",968,408,0,1376,1,0,3,1,"média",6,"funcionalidade típica",1,"boa","anexada à casa",1941,"não terminada",1,240,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2007,"WD ","venda normal",105000
1910,"0534479140","070","Residencial baixa densidade",79,9480,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","adjacente a rua arterial","normal","família única","dois andares","média","boa",1942,1995,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","pedra",224,"m\u00e9dia","média","bloco de concreto","média","média","No","baixa qualidade",386,"não finalizado",0,342,728,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",888,756,0,1644,1,1,3,1,"boa",7,"funcionalidade típica",2,"boa","anexada à casa",1942,"não terminada",1,312,"média","média","Y",168,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","venda normal",146500
1911,"0535101150","duplex - todas os estilos e idades","Residencial baixa densidade",63,8668,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","NAmes","normal","normal","duplex","um andar","média","média",1968,1968,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,1560,1560,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1560,0,0,1560,2,0,4,2,"média",8,"funcionalidade típica",0,NA,"garagem não anexada à casa",1968,"não terminada",3,792,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","venda normal",126000
1912,"0535102010","salão de entrada dividido (split foyer)","Residencial baixa densidade",NA,10050,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","hall de entrada dividido (split foyer)","média","acima da média",1966,1966,"duas águas","telha padrão (composto)","placa dura","placa dura","face de tijolo",87,"m\u00e9dia","média","bloco de concreto","média","média","exposição média","alojamento bom",602,"não finalizado",0,191,793,0,1,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1280,0,0,1280,2,0,3,1,"média",6,"funcionalidade típica",1,"média","garagem no porão",1966,"terminada",2,432,"média","média","Y",140,40,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","venda normal",175000
1913,"0535105110","dividida ou multinível","Residencial baixa densidade",100,9600,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","NAmes","normal","normal","família única","nível dividido (split level)","acima da média","média",1961,1961,"quadril","telha padrão (composto)","telhas de madeira","Wd Shng","face de tijolo",291,"m\u00e9dia","média","bloco de concreto","média","média","exposição média","alojamento médio",600,"não finalizado",0,618,1218,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1254,0,0,1254,1,0,3,1,"média",6,"funcionalidade típica",1,"boa","anexada à casa",1961,"acabamento grosseiro",2,525,"média","média","Y",0,0,0,0,168,0,NA,NA,NA,0,5,2007,"WD ","venda normal",158500
